dep,dep_lat,dep_lng,crash,crash_lat,crash_lng
"Kodiak Airport, AK (ADQ/PADQ), United States of America",57.7543254,-152.516958,"Sitkinak Island, AK (   United States of America)",56.5418689,-154.1245299
"Stalingrad Airport (VOG/URWW), Russia",48.7857531,44.3455342,4 km (2.5 mls) E of Voronezh Airport (VOZ) (   Russia),51.8125373,39.2253596
"Folkingham RAF Station, United Kingdom",52.96217249999999,-0.558504,Normandy (   France),48.87987039999999,0.1712529
"Bogotá-Techo Airport, Colombia",4.7014128,-74.1444969,near Guarne (   Colombia),6.279597,-75.442627
"Lisboa-Portela de Sacavém Airport (LIS/LPPT), Portugal",38.7755936,-9.135366699999999,near Casablanca-Cazes Airport (CAS) (   Morocco),33.5731104,-7.589843399999999
"New York-La Guardia Airport, NY (LGA/KLGA), United States of America",40.7769271,-73.8739659,"0,4 km (0.3 mls) NE of Nantucket Memorial Airport, MA (ACK) (   United States of America)",41.2569516,-70.0637506
"Mérida-A Carnevalli Airport (MRD/SVMD), Venezuela",8.5830077,-71.1616001,32 km (20 mls) NE of Mérida (   Venezuela),8.5698244,-71.1804988
"Limestone-Loring AFB, ME (LIZ), United States of America",46.9455896,-67.89208719999999,"Limestone-Loring AFB, ME (LIZ) (   United States of America)",46.9455896,-67.89208719999999
"Springfield-Westover AFB, MA (CEF/KCEF), United States of America",42.1796473,-72.5558413,"near Dow AFB, ME (   United States of America)",44.8069263,-68.823274
"London-Gatwick Airport (LGW/EGKK), United Kingdom",51.1536621,-0.1820629,Mont Canigou (   France),42.5188823,2.456656
"Khartoum-Civil Airport (KRT/HSSS), Sudan",15.5927666,32.5522355,Mt Velino (   Italy),42.15005499999999,13.3833095
"Kotzebue Airport, AK (OTZ/PAOT), United States of America",66.8881057,-162.593391,"Cape Lisburne AFB, AK (   United States of America)",68.8811111,-166.21
"München-Riem Airport (MUC/EDDM), Germany",48.1366009,11.7180172,3 km (1.9 mls) W of Békéssámson (   Hungary),46.4208677,20.6176498
"New York-La Guardia Airport, NY (LGA/KLGA), United States of America",40.7769271,-73.8739659,"Willimantic, CT (   United States of America)",41.7106543,-72.2081338
"Fort de France-Lamentin Airport (FDF/TFFF), Martinique",14.5957466,-61.00012329999999,Chances Peak (   Montserrat),16.7089176,-62.17497829999999
"Douala Airport (DLA/FKKD), Cameroon",4.0134386,9.717007299999999,between Douala and Yaoundé (   Cameroon),4.0134386,9.717007299999999
"Srinagar Airport (SXR/VISR), India",34.0021758,74.7624024,Banihall Pass (   India),33.4930043,75.1924755
"Guangzhou-Baiyun Airport (CAN/ZGGG), China",23.3959079,113.3079699,320 km (200 mls) N of Chongqing (   China),29.4315861,106.912251
"La Ceiba-Goloson International Airport (LCE/MHLC), Honduras",15.7451593,-86.85142859999999,San Salvador/Ilopango International Airport (SAL/MSSS) (   El Salvador),13.6922238,-89.1161384
"Egvekinot-Zaliv Kresta Airfield (UHME), Russia",66.3205041,-179.1183787,"3,5 km (2.2 mls) from  Nizhniye Kresty Airport (CYX) (   Russia)",68.742677,161.3507839
"Itaituba Airport, PA (ITB/SBIH), Brazil",-4.245743,-56.0068464,"near Jacareacanga, PA (   Brazil)",-6.2238568,-57.76075840000001
"Tokyo-Haneda Airport (HND/RJTT), Japan",35.5493932,139.7798386,Tokyo (   Japan),35.6761919,139.6503106
"Tokyo-Haneda Airport (HND/RJTT), Japan",35.5493932,139.7798386,Tokyo (   Japan),35.6761919,139.6503106
"Tucson International Airport, AZ (TUS/KTUS), United States of America",32.1145102,-110.9392269,"Tucson International Airport, AZ (TUS) (   United States of America)",32.1145102,-110.9392269
"Fort Irwin-Bicycle Lake AAF, CA (BYS/KBYS), United States of America",35.280529,-116.630028,"near Fort Irwin-Bicycle Lake AAF, CA (BYS) (   United States of America)",35.280529,-116.630028
"Tokyo-Haneda Airport (HND/RJTT), Japan",35.5493932,139.7798386,Osaka-Itami Airport (ITM) (   Japan),34.7895799,135.4380895
"Jacksonville-Little Rock AFB, AR (LRF/KLRF), United States of America",34.8964136,-92.1446849,"near Hopkinsville-Fort Campbell AAF, KY (HOP) (   United States of America)",36.6743803,-87.48919889999999
"Ogden-Hill AFB, UT (HIF/KHIF), United States of America",41.10968,-111.9826984,"Salt Lake City, UT (   United States of America)",40.7607793,-111.8910474
"Vitebsk Airport (VTB/UMII), Belarus",55.12805729999999,30.3544596,12 km (7.5 mls) from  Vitebsk Airport (VTB) (   Belarus),55.12805729999999,30.3544596
"Pushkin Airport (ULLP), Russia",59.68435,30.3368834,ca 20 km S of Leningrad (   Russia),59.9342802,30.3350986
"San Jose Municipal Airport, CA (SJC/KSJC), United States of America",37.3639472,-121.9289375,"Santa Ana-John Wayne International Airport, CA (SNA) (   United States of America)",33.6761901,-117.8674759
"Jakarta-Kemayoran Airport (JKT), Indonesia",-6.1555671,106.8477407,Bandar Lampung-Branti Airport (TKG) (   Indonesia),-5.2419911,105.1749552
"Douala Airport (DLA/FKKD), Cameroon",4.0134386,9.717007299999999,"1,5 km (0.9 mls) W of Douala Airport (DLA) (   Cameroon)",4.0134386,9.717007299999999
"Ukurey Air Base, Russia",52.3507985,117.0135613,near Chita (   Russia),52.0515032,113.4711906
"Miraflores Airport (MFS/SKMF), Colombia",5.1866958,-73.1604503,Villavicencio Airport (VVC) (   Colombia),4.168983,-73.6121682
"Porto Velho Airport, RO (PVH/SBPV), Brazil",-8.7141702,-63.89832000000001,"5 km (3.1 mls) from  Rio Branco Airport, AC (RBR) (   Brazil)",-9.866220499999999,-67.8971993
"Buffalo Airport, NY (BUF/KBUF), United States of America",42.9397059,-78.7295067,"Atlantic City International Airport, NJ (ACY) (   United States of America)",39.4557779,-74.57251169999999
"Douala Airport (DLA/FKKD), Cameroon",4.0134386,9.717007299999999,Douala Airport (DLA) (   Cameroon),4.0134386,9.717007299999999
"Larnaca Airport (LCA/LCLK), Cyprus",34.8723402,33.6203516,Baghdad-Saddam International Airport (SDA) (   Iraq),33.267015,44.2311592
"Chicago-Palwaukee Municipal Airport, IL (PWK/KPWK), United States of America",42.1170686,-87.9011312,"Lake Geneva Municipal Airport, WI (XES) (   United States of America)",42.6250161,-88.4500972
"Austin-Bergstrom International Airport, TX (AUS/KAUS), United States of America",30.19747109999999,-97.66635289999999,"Dallas/Fort Worth International Airport, TX (DFW) (   United States of America)",32.8998091,-97.0403352
"Molodezhnaya Ice Station, Antarctica",-82.862752,135,Philippi Glacier (   Antarctica),-66.75,88.333333
"Vanuabalavu Airport (VBV/NFVB), Fiji",-17.2284603,-178.9509626,Vanuabalavu Airport (VBV) (   Fiji),-17.2284603,-178.9509626
"Pocatello Airport, ID (PIH/KPIH), United States of America",42.9056887,-112.5887539,"Kearns, UT (   United States of America)",40.6599468,-111.9963275
"Dallas/Fort Worth International Airport, TX (DFW/KDFW), United States of America",32.8998091,-97.0403352,"Dallas/Fort Worth International Airport, TX (DFW) (   United States of America)",32.8998091,-97.0403352
"Johannesburg/Germiston-Rand Airport (QRA/FAGM), South Africa",-26.239343,28.153792,near Johannesburg/Germiston-Rand Airport (QRA) (   South Africa),-26.239343,28.153792
"Mexico City-Benito Juárez International Airport (MEX/MMMX), Mexico",19.4360762,-99.07190829999999,Mexico City (   Mexico),19.4326077,-99.133208
"Sabadell Airport (LELL), Spain",41.5211384,2.1016222,Sabadell Airport (   Spain),41.5211384,2.1016222
"Flagstaff-Pulliam Field, AZ (FLG/KFLG), United States of America",35.1403962,-111.6709723,"2 km (1.3 mls) SSE of Flagstaff-Pulliam Field, AZ (FLG) (   United States of America)",35.1403962,-111.6709723
"São José dos Campos Airport, SP (SJK/SBSJ), Brazil",-23.2253043,-45.86157619999999,"São José dos Campos Airport, SP (SJK) (   Brazil)",-23.2253043,-45.86157619999999
"Dallas/Fort Worth International Airport, TX (DFW/KDFW), United States of America",32.8998091,-97.0403352,"Dallas/Fort Worth International Airport, TX (DFW) (   United States of America)",32.8998091,-97.0403352
"Dallas/Fort Worth International Airport, TX (DFW/KDFW), United States of America",32.8998091,-97.0403352,"Dallas/Fort Worth International Airport, TX (DFW) (   United States of America)",32.8998091,-97.0403352
"Redmond-Roberts Field, OR (RDM/KRDM), United States of America",44.251455,-121.150648,"50 km (31.3 mls) W of John Day, OR (   United States of America)",44.4159883,-118.95301
"Singapore-Changi International Airport (SIN/WSSS), Singapore",1.3644202,103.9915308,off Spratly Islands [South China Sea] (   Pacific Ocean),10.723282,115.8264655
"Mexico City-Benito Juárez International Airport (MEX/MMMX), Mexico",19.4360762,-99.07190829999999,Havana (   Cuba),23.1135925,-82.3665956
"Adler/Sochi Airport (AER/URSS), Russia",43.448316,39.9413558,Rostov Airport (ROV) (   Russia),47.2549489,39.8031772
"Orchid Island Airport (KYD/RCLY), Taiwan",22.027815,121.5357771,off Orchid Island Airport (KYD) (   Taiwan),22.027815,121.5357771
"Darwin Airport, NT (DRW/YPDN), Australia",-12.4112158,130.877545,"Darwin Airport, NT (DRW) (   Australia)",-12.4112158,130.877545
"Wilmington-Clinton Field, OH (ILN/KILN), United States of America",39.4319998,-83.7856706,"Wilmington-Airborne Airpark, OH (ILN) (   United States of America)",39.4319998,-83.7856706
"Martinsburg-Eastern West Virginia Regional Airport/Shepherd Field, WV (MRB/KMRB), United States of America",39.4027418,-77.982974,"3 km (1.9 mls) NW of Berkeley Springs, WV (   United States of America)",39.62699020000001,-78.2271957
"Dar Es Salaam International Airport (DAR/HTDA), Tanzania",-6.872538899999999,39.2069164,near Hareto (   Ethiopia),9.3569788,37.1178175
"Tashkent-Yuzhny Airport (TAS/UTTT), Uzbekistan",41.26106739999999,69.27881359999999,"0,5 km (0.3 mls) from  Tashkent-Yuzhny Airport (TAS) (   Uzbekistan)",41.26106739999999,69.27881359999999
"Bahar Dar Airport (BJR/HABD), Ethiopia",11.6029807,37.323521,Djibouti Airport (JIB) (   Djibouti),11.5494711,43.1541276
"Yiwu Airport (YIW/ZSYW), China",29.340515,120.033179,Xiamen Airport (XMN) (   China),24.5390705,118.134368
"Abidjan-Felix Houphouet Boigny Airport (ABJ/DIAP), Cote d'Ivoire",5.2544696,-3.9296293,Conakry Airport (CKY) (   Guinea),9.5758691,-13.6145672
"Toronto-Pearson International Airport, ON (YYZ/CYYZ), Canada",43.67771760000001,-79.6248197,"Terceira-Lajes AFB, Azores (LFB) (   Portugal)",38.75388,-27.0869431
"Madison-Bruce Campbell Field Airport, MS (KMBO), United States of America",32.4391083,-90.1029109,"Lawrence Airport, KS (LWC) (   United States of America)",39.0070165,-95.21640289999999
"Darwin Airport, NT (DRW/YPDN), Australia",-12.4112158,130.877545,"Darwin Airport, NT (DRW) (   Australia)",-12.4112158,130.877545
"Douala Airport (DLA/FKKD), Cameroon",4.0134386,9.717007299999999,Douala Airport (DLA) (   Cameroon),4.0134386,9.717007299999999
"Bien Hoa Air Base, Vietnam",10.9753941,106.8186766,19 km (11.9 mls) SW of Bao Loc (   Vietnam),11.5731051,107.8346924
"Stauning Airport (STA/EKVJ), Denmark",55.9912327,8.3544311,København-Kastrup Airport (CPH) (   Denmark),55.6180236,12.6507628
"Tirana-Rinas Airport (TIA/LATI), Albania",41.4129911,19.7233909,Brindisi-Papola Casale Airport (BDS) (   Italy),40.6567625,17.9453492
"Toluca Airport (TLC/MMTO), Mexico",19.3389479,-99.5698355,"Fort Lauderdale International Airport, FL (FLL) (   United States of America)",26.0742344,-80.1506022
"Bergen-Flesland Airport (BGO/ENBR), Norway",60.29183,5.2220173,København-Kastrup Airport (CPH) (   Denmark),55.6180236,12.6507628
"Fort Worth-Meacham Field, TX (FTW/KFTW), United States of America",32.8205083,-97.35434210000001,"Goodland-Renner Field, KS (GLD) (   United States of America)",39.3726265,-101.7054917
"Cotabato-Awang Airport (CBO/RPMC), Philippines",7.1633125,124.2140049,near Cotabato-Awang Airport (CBO) (   Philippines),7.1633125,124.2140049
"Kodiak Airport, AK (ADQ/PADQ), United States of America",57.7543254,-152.516958,"Kodiak Airport, AK (ADQ) (   United States of America)",57.7543254,-152.516958
"Khartoum-Civil Airport (KRT/HSSS), Sudan",15.5927666,32.5522355,Zalingei Airport (   Sudan),12.89985,23.47687
"Toronto-Pearson International Airport, ON (YYZ/CYYZ), Canada",43.67771760000001,-79.6248197,"Toronto-Buttonville Airport, ON (YKZ) (   Canada)",43.8618446,-79.3695644
"Denver-Stapleton International Airport, CO (DEN/KDEN), United States of America",39.8560963,-104.6737376,"Sioux Gateway Airport, IA (SUX) (   United States of America)",42.4025,-96.384167
"Heho Airport (HEH/VYHH), Myanmar",20.7435735,96.79357449999999,Thandwe Airport (SNW) (   Myanmar),18.4578955,94.2988314
"Coolidge Municipal Airport, AZ, United States of America",32.9364288,-111.4228007,"9 km (5.6 mls) NNE of Libby Airport, MT (   United States of America)",48.2849201,-115.4881807
"Khartoum-Civil Airport (KRT/HSSS), Sudan",15.5927666,32.5522355,"40 km (25 mls) SW of Omdurman, Khartoum (   Sudan)",15.6475782,32.4806894
"Waterkloof Air Force Base (WKF/FAWK), South Africa",-25.8161796,28.2246699,"Giant's Castle, Drakensbergen range (   South Africa)",-29.345,29.4816667
"Lisboa-Portela de Sacavém Airport (LIS/LPPT), Portugal",38.7755936,-9.135366699999999,"Ponta Delgada-João Paulo II Airport, Azores (PDL) (   Portugal)",37.7496722,-25.7103333
"Fort Myers-Southwest Florida Regional Airport, FL (RSW/KRSW), United States of America",26.5337051,-81.7553083,"over Walton, IN (   United States of America)",40.6608726,-86.24194
"Toronto-Pearson International Airport, ON (YYZ/CYYZ), Canada",43.67771760000001,-79.6248197,"Sault Ste. Marie Airport, ON (YAM) (   Canada)",46.485279,-84.500438
"Cali-Alfonso Bonilla Aragón Airport (CLO/SKCL), Colombia",3.5439613,-76.3840645,"3,6 km (2.3 mls) NW of Yumbillo (   Colombia)",3.595489999999999,-76.5324
"Trelew-Almirante Zar Airport, CB (REL/SAVT), Argentina",-43.2099572,-65.27340459999999,"Río Grande Airport, TF (RGA) (   Argentina)",-53.78148059999999,-67.7534435
"Freeport-Grand Bahama International Airport (FPO/MYGF), Bahamas",26.5481476,-78.69626989999999,Freeport-Grand Bahama International Airport (FPO) (   Bahamas),26.5481476,-78.69626989999999
"Tucson International Airport, AZ (TUS/KTUS), United States of America",32.1145102,-110.9392269,"Tucson International Airport, AZ (TUS) (   United States of America)",32.1145102,-110.9392269
"Rangali Island, Maldives",3.6152964,72.71821349999999,Malé-Velana International Airport (MLE) (   Maldives),4.188782700000001,73.52858049999999
"Wellington International Airport (WLG/NZWN), New Zealand",-41.3275941,174.8075984,18 km (11.3 mls) NE of Blenheim (   New Zealand),-41.5134425,173.9612498
"Austin-Bergstrom International Airport, TX (AUS/KAUS), United States of America",30.19747109999999,-97.66635289999999,Tegucigalpa-Toncontin Airport (TGU) (   Honduras),14.0606505,-87.2178576
"Burnet Municipal Kate Craddock Field, TX (KBMQ), United States of America",30.7405632,-98.2376754,"Burnet Municipal Kate Craddock Field, TX (   United States of America)",30.7405632,-98.2376754
"Frankfurt-Hahn Airport (HHN/EDFH), Germany",49.9429026,7.262952899999999,"Portsmouth International Airport at Pease, NH (PSM) (   United States of America)",43.0802589,-70.8211285
"Bishkek-Manas International Airport (FRU/UAFM), Kyrgyzstan",43.05423940000001,74.4695079,"3,5 km (2.2 mls) E of Maçka (   Turkey)",40.814221,39.610662
"Krasnoyarsk-Yemelyanovo International Airport (KJA/UNKL), Russia",56.1767877,92.4813965,"5,4 km (3.4 mls) W of Krasnoyarsk Airport (KJA) (   Russia)",56.1767877,92.4813965
"Dallas/Fort Worth International Airport, TX (DFW/KDFW), United States of America",32.8998091,-97.0403352,"Dallas/Fort Worth International Airport, TX (DFW) (   United States of America)",32.8998091,-97.0403352
"Victoria International Airport, BC (YYJ/CYYJ), Canada",48.6481032,-123.4286602,"Oak Harbor, WA (   United States of America)",48.28829469999999,-122.6484205
"New York-La Guardia Airport, NY (LGA/KLGA), United States of America",40.7769271,-73.8739659,"Fort Lauderdale International Airport, FL (FLL) (   United States of America)",26.0742344,-80.1506022
"Dodoma Airport (DOD/HTDO), Tanzania",-6.1696934,35.7494122,Haydom (   Tanzania),-4.189315,35.022251
"Trenton-Mercer County Airport, NJ (TTN/KTTN), United States of America",40.27781299999999,-74.81371879999999,"Myrtle Beach-Grand Strand Airport, SC (CRE) (   United States of America)",33.811668,-78.72389199999999
"Bishkek-Manas International Airport (FRU/UAFM), Kyrgyzstan",43.05423940000001,74.4695079,Bishkek Airport (FRU) (   Kyrgyzstan),43.05423940000001,74.4695079
"Barcelona-Gen J A Anzoategui Airport (BLA/SVBC), Venezuela",10.1040635,-64.6822004,Valencia Airport (VLN) (   Venezuela),10.1543841,-67.92307459999999
"New York-La Guardia Airport, NY (LGA/KLGA), United States of America",40.7769271,-73.8739659,"Detroit-Metropolitan Wayne County Airport, MI (DTW) (   United States of America)",42.2161722,-83.3553842
"Darwin Airport, NT (DRW/YPDN), Australia",-12.4112158,130.877545,"Darwin Airport, NT (DRW) (   Australia)",-12.4112158,130.877545
"Tokyo-Haneda Airport (HND/RJTT), Japan",35.5493932,139.7798386,Tokyo (   Japan),35.6761919,139.6503106
"Dar Es Salaam International Airport (DAR/HTDA), Tanzania",-6.872538899999999,39.2069164,near Moroni Airport (HAH) (   Comoros),-11.5359274,43.2742098
"Venice-Marco Polo Airport (VCE/LIPZ), Italy",45.5047582,12.3470025,Verona (   Italy),45.43838419999999,10.9916215
"Tirana-Rinas Airport (TIA/LATI), Albania",41.4129911,19.7233909,Milano-Linate Airport (LIN) (   Italy),45.452176,9.276308
"Kunming-Wujiaba Airfield (KMG/ZPPP), China",24.994713,102.74595,2 km (1.3 mls) from  Kunming Airport (KMG) (   China),24.994713,102.74595
"Long Beach Army Airfield, CA (LGB/KLGB), United States of America",33.8176974,-118.1523845,"5 km (3.1 mls) N of Palm Springs, CA (   United States of America)",33.8302961,-116.5452921
"Kunming-Wujiaba Airfield (KMG/ZPPP), China",24.994713,102.74595,Tibetan plateau (   China),28.5983159,83.9310623
"Stockholm-Bromma Airport (BMA/ESSB), Sweden",59.354812,17.9427217,"24 km (15 mls) off  Leuchars, Scotland (   United Kingdom)",56.380807,-2.882275
"Port Lyautey NAS (NNA/GMMY), Morocco",34.2540503,-6.5890166,"Knocknapeasta, Co. Kerry (   Ireland)",51.9977777,-9.695
"Alice Springs Airport, NT (ASP/YBAS), Australia",-23.8049031,133.9022938,"Alice Springs Airport, NT (ASP) (   Australia)",-23.8049031,133.9022938
"Ramsbury RAF Station, United Kingdom",51.447578,-1.596393,Normandy (   France),48.87987039999999,0.1712529
"Kunming-Wujiaba Airfield (KMG/ZPPP), China",24.994713,102.74595,near Kweilin (   China),25.234479,110.179953
"Buffalo Airport, NY, United States of America",42.9397059,-78.7295067,"4 km (2.5 mls) S of Bell Center, OH (   United States of America)",40.506718,-83.7479894
"San Bernardino-Norton AFB, CA (SBD/KSBD), United States of America",34.095352,-117.234872,"16 km (10 mls) N of Uplands, CA (   United States of America)",34.09751,-117.6483876
"Cotabato-Awang Airport (CBO/RPMC), Philippines",7.1633125,124.2140049,24 km (15 mls) NW of Malaybalay (   Philippines),8.1306038,125.1276536
"Anchorage-Merrill Field, AK (MRI/PAMR), United States of America",61.215917,-149.8419311,"Yakutat, AK (   United States of America)",59.5469878,-139.7272808
"El Paso-Biggs AAF, TX (BIF/KBIF), United States of America",31.8492058,-106.3799082,"11 km (6.9 mls) NE of Clinton, LA (   United States of America)",30.8657362,-91.01565939999999
"Brisbane-Eagle Farm Airport, QLD, Australia",-27.3942144,153.1218303,"near Quirindi, NSW (   Australia)",-31.508056,150.68
"Berlin-R.A.F. Gatow Airport (GWW/EDBG), Germany",52.4726003,13.1383647,3 km (1.9 mls) SE of Lübeck (   Germany),53.8654673,10.6865593
"Ogden-Hill AFB, UT (HIF/KHIF), United States of America",41.10968,-111.9826984,"6,5 km (4.1 mls) SW of Mineral, WA (   United States of America)",46.7168179,-122.181595
"Khartoum-Civil Airport (KRT/HSSS), Sudan",15.5927666,32.5522355,near Tripoli-Castel Benito Airport (TIP) (   Libya),32.669444,13.156667
"Bogotá-Techo Airport, Colombia",4.7014128,-74.1444969,near Bojacá (   Colombia),4.732618,-74.341776
"Ogden-Hill AFB, UT (HIF/KHIF), United States of America",41.10968,-111.9826984,"16 km (10 mls) NNW of Truckee, CA (   United States of America)",39.327962,-120.1832533
"Vitória-Goiabeiras Airport, ES (VIX/SBVT), Brazil",-20.2576489,-40.2835346,"Guanabara Bay, RJ (   Brazil)",-22.8115667,-43.1544605
"Bien Hoa Air Base, Vietnam",10.9753941,106.8186766,near Phú My (   Vietnam),10.7161298,106.7411559
"Zyryanka Airport (UESU), Russia",65.74037960000001,150.8985596,"61 km (38.1 mls) NW of Seymchan, Magadan region (   Russia)",62.930833,152.385
"Tokyo-Haneda Airport (HND/RJTT), Japan",35.5493932,139.7798386,Pyongyang-Sunan Aiport (FNJ) (   North Korea),39.2008462,125.6765362
"Laredo International Airport, TX (LRD/KLRD), United States of America",27.5447829,-99.4613589,Melcor Ocampo (   Mexico),19.7031072,-99.14349639999999
"Ogden-Hill AFB, UT (HIF/KHIF), United States of America",41.10968,-111.9826984,"Ogden-Hill AFB, UT (HIF) (   United States of America)",41.10968,-111.9826984
"Silchar-Kumbhirgram Airport (IXS/VEKU), India",24.9127056,92.97889529999999,19 km (11.9 mls) from  Silchar-Kumbhirgram Airport (IXS) (   India),24.9127056,92.97889529999999
"Mérida-A Carnevalli Airport (MRD/SVMD), Venezuela",8.5830077,-71.1616001,Paramo Los Conejos (   Venezuela),8.7188889,-71.2183333
"Tokyo-Haneda Airport (HND/RJTT), Japan",35.5493932,139.7798386,Tokyo (   Japan),35.6761919,139.6503106
"Lisboa-Portela de Sacavém Airport (LIS/LPPT), Portugal",38.7755936,-9.135366699999999,Frankfurt (   Germany),50.1109221,8.6821267
"Orlando International Airport, FL (MCO/KMCO), United States of America",28.4311577,-81.308083,"near West Palm Beach, FL (   United States of America)",26.7153424,-80.0533746
"Tokyo-Haneda Airport (HND/RJTT), Japan",35.5493932,139.7798386,Naha (   Japan),26.2125758,127.6790208
"Jakarta-Kemayoran Airport (JKT), Indonesia",-6.1555671,106.8477407,Bandar Lampung-Branti Airport (TKG) (   Indonesia),-5.2419911,105.1749552
"Nairobi International Airport (NBO/HKNA), Kenya",-1.3227102,36.9260693,Nairobi International Airport (NBO) (   Kenya),-1.3227102,36.9260693
"Mosul Airport (OSM), Iraq",36.2958195,43.1482282,Tehran-Mehrabad Airport (THR) (   Iran),35.68998819999999,51.311241
"Mount Clemens-Selfridge Air National Guard Base, MI (MTC/KMTC), United States of America",42.6109148,-82.8343467,"5 km (3.1 mls) N of Imlay City, MI (   United States of America)",43.0247496,-83.07771530000001
"Villacoublay Air Base (BA 107) (LFPV), France",48.772598,2.216548,Rambouillet (   France),48.643868,1.829079
"Jacksonville International Airport, FL (JAX/KJAX), United States of America",30.49407129999999,-81.6879368,"Orlando International Airport, FL (MCO) (   United States of America)",28.4311577,-81.308083
"Orlando International Airport, FL (MCO/KMCO), United States of America",28.4311577,-81.308083,"Orlando International Airport, FL (MCO) (   United States of America)",28.4311577,-81.308083
"Guangzhou-Baiyun Airport (CAN/ZGGG), China",23.3959079,113.3079699,Xiamen Airport (XMN) (   China),24.5390705,118.134368
"Burlington Airport, IA (BRL/KBRL), United States of America",40.7815013,-91.1200059,"Quincy Municipal Airport, IL (UIN) (   United States of America)",39.93579039999999,-91.191008
"Mexico City-Benito Juárez International Airport (MEX/MMMX), Mexico",19.4360762,-99.07190829999999,Villahermosa-Capitan Carlos Perez Airport (VSA) (   Mexico),17.9954582,-92.8165674
"Douala Airport (DLA/FKKD), Cameroon",4.0134386,9.717007299999999,Douala Airport (DLA) (   Cameroon),4.0134386,9.717007299999999
"Río Gallegos Internacional Airport, SC (RGL/SAWG), Argentina",-51.6114033,-69.3038327,"Río Grande Airport, TF (RGA) (   Argentina)",-53.78148059999999,-67.7534435
"Pushkin Airport (ULLP), Russia",59.68435,30.3368834,Pushkin (   Russia),59.717593,30.4060042
"Frankfurt International Airport (FRA/EDDF), Germany",50.0379326,8.562151799999999,near Berlin (   Germany),52.52000659999999,13.404954
"Melbourne-Essendon Airport, VIC (MEB/YMEN), Australia",-37.7264098,144.9014875,"Sydney-Mascot Airport, NSW (SYD) (   Australia)",-33.9399228,151.1752764
"Orocué Airport (ORC/SKOE), Colombia",4.7931666,-71.3456956,near Apiay Air Base (API) (   Colombia),4.0779804,-73.56279789999999
"Enugu Airport (ENU/DNEN), Nigeria",6.4719175,7.567730399999999,84 km (52.5 mls) NW of Calabar (   Nigeria),4.9757165,8.3417006
"Hollywood-Lockheed Air Terminal, CA (BUR/KBUR), United States of America",34.1983122,-118.3574036,"48 km (30 mls) WNW Las Vegas, NV (   United States of America)",36.0598987,-115.3005015
"Agartala-Singerbhil Airport (IXA/VEAT), India",23.8927416,91.2438459,near Dhaka (   Bangladesh),23.810332,90.4125181
"Miami International Airport, FL (MIA/KMIA), United States of America",25.7958723,-80.2870509,3 km (1.9 mls) off  Preston Airport (PST) (   Cuba),20.7339302,-75.6580841
"Værløse Air Base (EKVL), Denmark",55.7652972,12.3218841,11 km (6.9 mls) SE of Marburg (   Germany),50.8021728,8.7667933
"Hamburg-Fuhlsbüttel Airport (HAM/EDDH), Germany",53.633622,9.9974128,Hamburg-Fuhlsbüttel Airport (HAM) (   Germany),53.633622,9.9974128
"Pearce Airport, WA (YPEA), Australia",-31.670971,116.017097,"near Pearce, WA (   Australia)",-31.670971,116.017097
"Narsarsuaq Airport (UAK/BGBW), Greenland",61.1614002,-45.4178059,Kap Desolation (   Greenland),60.73333329999999,-48.1833333
"Argentia NAS, NL (NWP), Canada",47.310476,-53.9860409,"6,5 km (4.1 mls) off  Argentia-NAS, NL (NWP) (   Canada)",47.310476,-53.9860409
"Panama City-Tocumen International Airport (PTY/MPTO), Panama",9.0667013,-79.38737429999999,4 km (2.5 mls) NE of Panama City-Tocumen International Airport (PTY) (   Panama),9.0667013,-79.38737429999999
"Pleiku Airport (PXU/VVPK), Vietnam",14.006738,108.0061373,32 km (20 mls) W of Tuy Hoa (   Vietnam),13.1057062,109.295048
"Belleville-Scott AFB, IL (BLV/KBLV), United States of America",38.5491996,-89.8216405,"Belleville-Scott AFB, IL (BLV) (   United States of America)",38.5491996,-89.8216405
"Miami International Airport, FL (MIA/KMIA), United States of America",25.7958723,-80.2870509,Tegucigalpa-Toncontin Airport (TGU) (   Honduras),14.0606505,-87.2178576
"Apia-Faleolo Airport (APW/NSFA), Samoa",-13.83045,-172.0081099,Apolima Strait (   Samoa),-13.7645961,-172.1060683
"Islamabad International Airport (ISB/OPRN), Pakistan",33.6087819,73.1038507,Islamabad International Airport (ISB) (   Pakistan),33.6087819,73.1038507
"Florencia-Gustavo Artunduaga Paredes Airport (FLA/SKFL), Colombia",1.5892428,-75.5606442,near Puerto Asis (   Colombia),0.504929,-76.500191
"Singapore-Seletar Airport (XSP/WSSL), Singapore",1.4149194,103.8709224,Singapore-Seletar Airport (XSP) (   Singapore),1.4149194,103.8709224
"Berlin-Schönefeld Airport (SXF/EDDB), Germany",52.37331529999999,13.5064497,Frankfurt (   Germany),50.1109221,8.6821267
"Brussel-Haren Airport, Belgium",50.900999,4.4855744,Monte Terminillo (   Italy),42.4666667,13
"Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX), United States of America",33.4372686,-112.0077881,"Tucson International Airport, AZ (TUS) (   United States of America)",32.1145102,-110.9392269
"Grand Turk Island Airport (GDT/MBJT), Turks and Caicos Islands",21.4422227,-71.1460329,"1,6 km (1 mls) W off  South Caicos International Airport (XSC) (   Turks and Caicos Islands)",21.5112365,-71.51898
