"dep","dep_lat","dep_lng","dest","dest_lat","dest_lng","crash","crash_lat","crash_lng"
"Bangkok-Don Muang International Airport (BKK/VTBD), Thailand","13.91813","100.58991","Bangkok-Don Muang International Airport (BKK/VTBD), Thailand","13.91813","100.58991",Bangkok-Don Muang International Airport (BKK) (   Thailand),"13.91813","100.58991"
"Dubai Airport (DXB/OMDB), United Arab Emirates","25.2356","55.38086","Kerman Airport (KER/OIKK), Iran","30.27663","57.06364","35 km (21.9 mls) E of Kerman (   Iran)","30.27663","57.06364"
"Edwards AFB, CA (EDW/KEDW), United States of America","34.92778",-117.93907,"Edwards AFB, CA (EDW/KEDW), United States of America","34.92778",-117.93907,"Victorville Airport, CA (VCV) (   United States of America)","34.51062",-117.32364
"Yablunivka Airstrip, Ukraine","50.45047","32.1569","Yablunivka Airstrip, Ukraine","50.45047","32.1569","5 km (3.1 mls) SE of Yablunivka, Priluki district, Chernigov region (   Ukraine)","49.71729","27.77084"
"Nikolai Airport, AK (NIB/PAFS), United States of America","63.01227",-154.38163,"Wasilla Airport, AK (WWA/PAWS), United States of America","61.58226",-149.44534,"56 km (35 mls) E of Nikolai, AK (   United States of America)","63.01227",-154.38163
"Mindelheim-Mattsies Airport (EDMN), Germany","48.04652","10.48898","Mindelheim-Mattsies Airport (EDMN), Germany","48.04652","10.48898","1,4 km (0.9 mls) ESE of Mindelheim-Mattsies Airport (   Germany)","48.0527","10.49233"
"Kisangani-Bangoka International Airport (FKI/FZIC), Congo (Democratic Republic)","0.51785","25.18952","Bukavu-Kavumu Airport (BKY/FZMA), Congo (Democratic Republic)",-2.51266,"28.83803","15 km (9.4 mls) NW of Bukavu-Kavumu Airport (BKY) (   Congo (Democratic Republic))",-2.51266,"28.83803"
"Labuan Airport (LBU/WBKL), Malaysia","5.28987","115.24055","Labuan Airport (LBU/WBKL), Malaysia","5.28987","115.24055",ca 2 km off Labuan Airport (LBU) (   Malaysia),"5.28987","115.24055"
"Dillingham Municipal Airport, AK (DLG/PADL), United States of America","59.04047",-158.52069,"Pilot Point Airport, AK (PIP/PAPN), United States of America","57.55672",-157.57002,"Pilot Point Airport, AK (PIP) (   United States of America)","57.55672",-157.57002
"Moskva-Vnukovo Airport (VKO/UUWW), Russia","55.64577","37.27393","Moskva-Vnukovo Airport (VKO/UUWW), Russia","55.64577","37.27393","0,8 km (0.5 mls) from  Moskva-Vnukovo Airport (VKO) (   Russia)","55.64577","37.27393"
"Saltby RAF Station, United Kingdom","52.82817",-0.73706,"Saltby RAF Station, United Kingdom","52.82817",-0.73706,"1,6 km (1 mls) NE of Sebeville (   France)","49.38809",-1.28595
"Kaliningrad-Khrabrovo Airport (KGD/UMKK), Russia","54.70904","20.50816","Kaliningrad-Khrabrovo Airport (KGD/UMKK), Russia","54.70904","20.50816",Svetlogorsk (   Russia),"54.93956","20.14905"
"Wenatchee-Pangborn Field, WA (EAT/KEAT), United States of America","47.4044",-120.2098,"Wenatchee-Pangborn Field, WA (EAT/KEAT), United States of America","47.4044",-120.2098,"Wenatchee-Pangborn Field, WA (EAT) (   United States of America)","47.4044",-120.2098
"Vadodara Airport (BDQ/VABO), India","22.30944","73.17999","Vadodara Airport (BDQ/VABO), India","22.30944","73.17999",Baroda (Vadodara) Airport (BDQ) (   India),"22.32924","73.21584"
"Madras Airport (MAA/VOMM), India","13.08363","80.28252","Colombo-Ratmalana Airport (RML/VCCC), Sri Lanka","6.81567","79.8801",Colombo-Ratmalana Airport (RML) (   Sri Lanka),"6.81567","79.8801"
"Merauke-Mopah Airport (MKQ/WAKK), Indonesia",-8.52206,"140.39321","Biak-Mokmer Airport (BIK/WABB), Indonesia",-0.90624,"122.8812",Puncak Jaya (   Indonesia),-3.48944,"137.77264"
"Surabaya Airport (SUB/WARR), Indonesia",-4.01197,"104.4362","Banjarmasin-Sjamsudin Noor Airport (BDJ/WAOO), Indonesia",-3.32879,"114.5915","2 km (1.3 mls) from  Surabaya Airport (SUB) (   Indonesia)",-7.26309,"112.73129"
"Miraflores Airport (MFS/SKMF), Colombia","5.19619",-73.14543,"San José del Guaviare Airport (SJE/SKSJ), Colombia","2.56872",-72.6409,near Miraflores Airport (MFS) (   Colombia),"1.3356",-71.95046
"Kunming-Wujiaba Airfield (KMG/ZPPP), China","25.06452","102.69877","Chabua Air Force Station, India","25.81193","71.48188","100 km (62.5 mls) N of Myitkyina (   Myanmar)","25.38849","97.37494"
"Saidor Airport (SDI), Papua New Guinea",-5.41362,"145.7278","Nadzab No. 4 Airfield (Newton Field), Papua New Guinea",-6.51687,"146.71313",Saidor Gap (   Papua New Guinea),-5.41362,"145.7278"
"Caracas Airport (CCS/SVMI), Venezuela","10.50556",-66.91771,"Maracaibo-Grano de Oro Airport (ORO/SVMO), Venezuela","10.6877",-71.59758,Curaçao-Dr. Albert Plesman Airport (CUR) (   Curaçao),"12.21354",-69.04076
"Bombay-Santacruz Airport (BOM/VABB), India","19.08052","72.85178","Bangkok-Don Muang International Airport (BKK/VTBD), Thailand","13.91813","100.58991",ca 2 km NE of Bangkok-Don Muang International Airport (BKK) (   Thailand),"13.91813","100.58991"
"Adelaide Airport, SA (ADL/YPAD), Australia",-34.93522,"138.53638","Kalgoorlie Airport, WA (KGI/YPKG), Australia",-30.74807,"121.47183","10 Km NE of Kalgoorlie, WA (   Australia)",-30.74807,"121.47183"
"Anchorage-Ted Stevens International Airport, AK (ANC/PANC), United States of America","61.17391",-149.94619,"Bethel Airport, AK (BET/PABE), United States of America","60.93645",-164.6365,"between Anchorage and Bethel, AK (   United States of America)","60.79429",-161.76088
"Dublin Airport (DUB/EIDW), Ireland","53.4263",-6.23398,"Bruxelles-Sud Charleroi Airport (CRL/EBCI), Belgium","50.83305","4.35696",Dublin Airport (DUB) (   Ireland),"53.4263",-6.23398
"Bombay-Santacruz Airport (BOM/VABB), India","19.08052","72.85178","Coimbatore-Peelamedu Airport (CJB/VOCB), India","11.03583","77.00635",Katagiri (   India),"18.5758","77.82298"
"Heraklion Airport (HER/LGIR), Greece","35.34245","25.15337","Athens-Ellinikon International Airport (ATH/LGAT), Greece","38.00719","23.75357",Cairo (   Egypt),"30.04993","31.2486"
"Ust-Maya Airport (UEMU), Russia","60.41303","134.52646","Yakutsk Airport (YKS/UEEE), Russia","61.97651","129.66757","1,3 km (0.8 mls) from  Ust-Maya Airport (   Russia)","60.41303","134.52646"
"Anchorage-Ted Stevens International Airport, AK (ANC/PANC), United States of America","61.17391",-149.94619,"Nikolai Airport, AK (NIB/PAFS), United States of America","63.01227",-154.38163,"Nikolai Airport, AK (NIB) (   United States of America)","63.01227",-154.38163
"Benin City Airport (BNI/DNBE), Nigeria","6.33396","5.62451","Lagos/Ikeja International Airport (LOS/DNMM), Nigeria","6.58024","3.32514",Enugu (   Nigeria),"6.4479","7.50999"
"Pärnu Airport (EEPU), Estonia","58.38593","24.49789","Tapa Airport (EETA), Estonia","59.26649","25.96816",Moe (   Estonia),"59.25403","26.01536"
"Ambon-Pattimura Airport (AMQ/WAPP), Indonesia",-3.70218,"128.18734","Bula (WAPB), Indonesia","0.85031","127.35658",between Ambon and Bula (   Indonesia),-3.70218,"128.18734"
"Philadelphia International Airport, PA (PHL/KPHL), United States of America","40.23678",-75.23998,"Charlotte-Douglas Airport, NC (CLT/KCLT), United States of America","35.18001",-80.94769,"Marietta-Dobbins AFB, GA (MGE) (   United States of America)","33.94289",-84.53279
"Cleveland-Hopkins International Airport, OH (CLE/KCLE), United States of America","41.53451",-81.60549,"Indianapolis International Airport, IN (IND/KIND), United States of America","39.8259",-86.29186,"Cleveland-Hopkins International Airport, OH (CLE) (   United States of America)","41.53451",-81.60549
"Cleveland-Hopkins International Airport, OH (CLE/KCLE), United States of America","41.53451",-81.60549,"Norfolk International Airport, VA (ORF/KORF), United States of America","36.8958",-76.2279,"Cleveland-Hopkins International Airport, OH (CLE) (   United States of America)","41.53451",-81.60549
"Málaga Airport (AGP/LEMG), Spain","36.71839",-4.41993,"Cardiff-Wales Airport (CWL/EGFF), United Kingdom","51.48127",-3.18072,Cardiff-Wales Airport (CWL) (   United Kingdom),"51.48127",-3.18072
"Moosonee Airport, ON (YMO/CYMO), Canada","51.28753",-80.61316,"Kapuskasing Airport, ON (YYU/CYYU), Canada","49.42049",-82.47007,"Kapuskasing Airport, ON (YYU) (   Canada)","49.42049",-82.47007
"Nashville-John C. Tune Airport, TN (KJWN), United States of America","36.17477",-86.88311,"Thomson-McDuffie County Airport, GA (KHQU), United States of America","33.52739",-82.51704,"Thomson-McDuffie County Airport, GA (   United States of America)","33.52739",-82.51704
"Saint Croix-Alexander Hamilton Airport (STX/TISX), U.S. Virgin Islands","34.785",-91.74207,"Saint Thomas Airport (STT/TIST), U.S. Virgin Islands","18.3362",-64.96861,off Saint Thomas (   U.S. Virgin Islands),"18.349",-64.93043
"Port Harcourt Airport (PHC/DNPO), Nigeria","4.81394","7.0437","Lagos-Murtala Muhammed International Airport (LOS/DNMM), Nigeria","6.57238","3.33378",Lagos-Murtala Muhammed International Airport (LOS) (   Nigeria),"6.57238","3.33378"
"Barrow-Point Barrow Airport, AK (PBA), United States of America","70.21652",-150.98345,"Wainwright Airport, AK (AIN/PAWI), United States of America","70.63736",-160.02925,"1,6 km (1 mls) NW of Barrow-Point Barrow Airport, AK (PBA) (   United States of America)","70.21652",-150.98345
"Flinders Island Airport, TAS (FLS/YFLI), Australia",-38.47394,"145.01748","Launceston Airport, TAS (LST/YMLT), Australia",-41.4358,"147.13768","Launceston Airport, TAS (LST) (   Australia)",-41.4358,"147.13768"
"Los Angeles International Airport, CA (LAX/KLAX), United States of America","33.95973",-118.38554,"Santa Maria Airport, CA (KSMX), United States of America","34.95313",-120.43454,"3,5 km (2.2 mls) NW off  Los Angeles International Airport, CA (LAX) (   United States of America)","34.19571",-118.34923
"Togiak Village Airport, AK (TOG/PATG), United States of America","59.066",-160.27683,"Dillingham Municipal Airport, AK (DLG/PADL), United States of America","59.04047",-158.52069,"near Togiak, AK (   United States of America)","59.06034",-160.3777
"Manila International Airport (MNL/RPLL), Philippines","14.58865","120.98454","Sicogon Island Airport (ICO), Philippines","11.07689","124.56583",Mt. Ipao (   Philippines),"6.77072","124.84744"
"Fairbanks-Eielson AFB, AK (EIL/PAEI), United States of America","64.69022",-147.12453,"Fort Worth-Carswell AFB, TX (FWH/KNFW), United States of America","32.78082",-97.42609,"64 km (40 mls) SE of Fort Nelson, BC (   Canada)","58.80466",-122.70047
"Las Palmas-Airport de Gran Canaria (LPA/GCLP), Spain","28.11504",-15.41873,"Manchester International Airport (MAN/EGCC), United Kingdom","53.36226",-2.27059,Manchester International Airport (MAN) (   United Kingdom),"53.36226",-2.27059
"Shannon Airport (SNN/EINN), Ireland","52.71022",-8.88223,"Harare Airport (HRE/FVHA), Zimbabwe",-17.90291,"31.09068",Shannon Airport (SNN) (   Ireland),"52.71022",-8.88223
"Evreux Airport (EVX/LFOE), France","49.02768","1.15037","Spangdahlem Air Base (SPM/ETAD), Germany","49.98432","6.68036",near Triel (   France),"48.98085","2.00338"
"Hong Kong-Kai Tak International Airport (HKG/VHHH), Hong Kong","22.31442","114.21013","Bangkok-Don Muang International Airport (BKK/VTBD), Thailand","13.91813","100.58991",Khao Yai Mountain (   Thailand),"8.42031","98.69386"
"Palenque Airport (PQM/MMPQ), Mexico","17.50948",-91.98098,"San Cristóbal de las Casas Airport (SZT/MMSC), Mexico","16.8983",-92.26341,near San Cristóbal de las Casas Airport (SZT) (   Mexico),"16.73159",-92.64229
"San Jose Municipal Airport, CA (SJC/KSJC), United States of America","37.36593",-121.92309,"Honolulu International Airport, HI (HNL/PHNL), United States of America","21.67043",-158.03287,"off Honolulu, HI, USA (   Pacific Ocean)","21.31449",-157.87139
"Little Rock National Airport, AR (LIT/KLIT), United States of America","34.72754",-92.22371,"Houston-Intercontinental Airport, TX (IAH/KIAH), United States of America","29.93781",-95.35282,"Pine Bluff, AR (   United States of America)","34.22354",-92.0034
"Grande Prairie Airport, AB (YQU/CYQU), Canada","55.17919",-118.87587,"Fort St. John Airport, BC (YXJ/CYXJ), Canada","56.24647",-120.79486,"Fort St. John Airport, BC (YXJ) (   Canada)","56.24647",-120.79486
"Saratov-Zavodskoy Airfield, Russia","51.50086","45.91905","Moskva-Vnukovo Airport (VKO/UUWW), Russia","55.64577","37.27393",Saratov-Zavodskoy Airfield (   Russia),"51.50086","45.91905"
"Grenada AAF, MS, United States of America","33.78399",-89.81,"Nashville Metropolitan Airport, TN (BNA/KBNA), United States of America","36.12811",-86.69023,"5,6 km (3.5 mls) NE of Caddo Gap, AR (   United States of America)","34.3997",-93.61949
"Whenuapai Air Base (NZWP), New Zealand",-36.79291,"174.61445","Paraparaumu Airport (PPQ/NZPP), New Zealand",-40.91504,"175.00461","11 km (6.9 mls) NE of Paraparaumu Airport (PPQ) (   New Zealand)",-40.91504,"175.00461"
"San Juan-Isla Grande Airport (SIG/TJIG), Puerto Rico","18.45496",-66.0894,"Wilmington-New Hanover County Airport, NC (ILM/KILM), United States of America","34.23497",-77.946,"480 km (300 mls) E off  Melbourne, FL, USA (   Atlantic Ocean)","28.06238",-80.55461
"Hawthorne Airport, NV (HTH), United States of America","38.5258",-118.62464,"Hollywood-Burbank Airport, CA (BUR/KBUR), United States of America","34.19571",-118.34923,"20 km (12.5 mls) W of Lone Pine, CA (   United States of America)","36.60454",-118.06281
"Los Alamitos NAS, CA (KSLI), United States of America","33.80317",-118.07662,"China Lake NAF, CA, United States of America","35.65119",-117.66983,"China Lake NAF, CA (   United States of America)","35.65119",-117.66983
"Rio de Janeiro-Santos Dumont Airport, RJ (SDU/SBRJ), Brazil",-22.97243,-43.22459,"Fortaleza-Pinto Martins Airport, CE (FOR/SBFZ), Brazil",-3.78404,-38.53087,"Rio de Janeiro-Santos Dumont Airport, RJ (SDU) (   Brazil)",-22.80815,-43.35549
"Hayward Air Terminal, CA (HWD/KHWD), United States of America","37.67134",-122.08555,"Lake Tahoe Airport, CA (TVL/KTVL), United States of America","39.18487",-120.12206,"Crystal Bay, NV (   United States of America)","39.22924",-120.00355
"Agra-Kheria Airport (AGR/VIAG), India","27.167","77.9844","Bhubaneswar Airport (BBI/VEBS), India","20.26879","85.841",near Bhaisau (   India),"23.46691","74.03032"
"Raleigh/Durham Airport, NC (RDU/KRDU), United States of America","35.98693",-78.66861,"Wilmington-New Hanover County Airport, NC (ILM/KILM), United States of America","34.23497",-77.946,"Wilmington-New Hanover County Airport, NC (ILM) (   United States of America)","34.22499",-77.86246
"Yangon-Mingaladon Airport (RGN/VYYY), Myanmar","16.94444","96.12818","Bangkok-Don Muang International Airport (BKK/VTBD), Thailand","13.91813","100.58991",Calcutta-Netaji Subhas Chandra Airport (CCU) (   India),"22.64725","88.43548"
"Curitiba-Afonso Pena International Airport, PR (CWB/SBCT), Brazil",-25.42545,-49.22856,"Foz do Iguaçu/Cataratas Airport, PR (IGU/SBFI), Brazil",-25.56648,-54.55795,"Foz do Iguaçu/Cataratas Airport, PR (IGU) (   Brazil)",-25.55296,-54.56967
"Kansas City Municipal Airport, MO (MKC/KMKC), United States of America","39.13456",-94.52128,"Saint Louis-Lambert Municipal Airport, MO (STL/KSTL), United States of America","38.72502",-90.36415,"0,7 km (0.4 mls) W of Saint Louis Airport, MO (   United States of America)","38.75004",-90.33211
"Riverside-March AFB, CA (RIV/KRIV), United States of America","33.92943",-117.3013,"Shafter-Minter Field, CA (MIT/KMIT), United States of America","35.5009",-119.18014,"16 km (10 mls) SW of Lee Vining, CA (   United States of America)","37.95634",-119.11906
"Minsk-1 International Airport (MHP/UMMM), Belarus","53.90376","27.56544","Moskva-Vnukovo Airport (VKO/UUWW), Russia","55.64577","37.27393",Minsk-1 Airport (MHP) (   Belarus),"53.90376","27.56544"
"Dudinka Airport (UROD), Russia","69.40963","86.19316","Amderma Airport (AMV/UOAA), Russia","69.76229","61.66001","143 km (89.4 mls) N of Kharp (   Russia)","66.81481","65.80153"
"Oakland International Airport, CA (OAK/KOAK), United States of America","37.71965",-122.20218,"Honolulu International Airport, HI (HNL/PHNL), United States of America","21.67043",-158.03287,"117 km (73.1 mls) NE off  Hilo, HI, USA (   Pacific Ocean)","46.68153",-123.75648
"São Paulo-Congonhas Airport, SP (CGH/SBSP), Brazil",-20.50904,-43.85437,"Bauru Airport, SP (BAU/SBBU), Brazil",-22.33068,-49.06973,"São Paulo, SP (   Brazil)",-23.56287,-46.65469
"Calcutta-Dum Dum Airport (CCU/VECC), India","22.6469","88.43932","Guwahati-Borjhar Airport (GAU/VEGT), India","26.1863","91.75053",Calcutta-Dum Dum Airport (CCU) (   India),"22.6469","88.43932"
"Delhi-Palam Airport (DEL/VIDP), India","28.59109","77.09119","Bangkok-Don Muang International Airport (BKK/VTBD), Thailand","13.91813","100.58991",Bangkok-Don Muang International Airport (BKK) (   Thailand),"13.91813","100.58991"
"Guayaramerín Airport (GYA/SLGY), Bolivia",-10.8268,-65.35373,"Santa Cruz-El Trompillo Airport (SRZ/SLET), Bolivia",-17.80019,-63.1828,Guayaramerin Airport (GYA) (   Bolivia),-10.8268,-65.35373
"Detroit-Willow Run Airport, MI (YIP/KYIP), United States of America","42.23635",-83.55169,"Sault Ste Marie Municipal-Sanderson Airport, MI (SSM/KANJ), United States of America","46.25773",-84.47551,"Sault Ste Marie Municipal-Sanderson Airport, MI (   United States of America)","46.25773",-84.47551
"Timmins Airport, ON (YTS/CYTS), Canada","48.52832",-81.37435,"Kapuskasing Airport, ON (YYU/CYYU), Canada","49.42049",-82.47007,"Kapuskasing Airport, ON (YYU) (   Canada)","49.42049",-82.47007
"Houston-William P. Hobby Airport, TX (HOU/KHOU), United States of America","29.58567",-95.50154,"Beaumont Municipal Airport, TX (BMT/KBMT), United States of America","30.05445",-94.13318,"24 km (15 mls) NW of Beaumont, TX (   United States of America)","30.08616",-94.10135
"Kabul Airport (KBL/OAKB), Afghanistan","34.53314","69.10224","Jalalabad Airport (JAA/OAJL), Afghanistan","34.43738","70.45955",within Pakistan (   Pakistan),"43.91568","15.50747"
"Kinshasa-N'Djili Airport (FIH/FZAA), Congo (Democratic Republic)",-4.31047,"15.28932","Kisangani-Bangoka International Airport (FKI/FZIC), Congo (Democratic Republic)","0.51785","25.18952",Kisangani-Bangoka International Airport (FKI) (   Congo (Democratic Republic)),"0.51785","25.18952"
"Houston-William P. Hobby Airport, TX (HOU/KHOU), United States of America","29.58567",-95.50154,"Houston-Sugar Land Regional Airport, TX (SGR/KSGR), United States of America","29.65013",-95.65935,"Houston-Sugar Land Regional Airport, TX (SGR) (   United States of America)","29.65013",-95.65935
"Scottsdale Airport, AZ (SCF/KSDL), United States of America","33.62148",-111.91688,"Houston-Sugar Land Regional Airport, TX (SGR/KSGR), United States of America","29.65013",-95.65935,"Houston-Sugar Land Regional Airport, TX (SGR) (   United States of America)","29.65013",-95.65935
"Chicago-O'Hare International Airport, IL (ORD/KORD), United States of America","41.96638",-87.84859,"Alexandria International Airport, LA (AEX/KAEX), United States of America","31.31266",-92.44568,"Alexandria International Airport, LA (AEX) (   United States of America)","31.31266",-92.44568
"Casper AAF, WY (CPR/KCPR), United States of America","42.85008",-106.32779,"Casper-Wardwell Field, WY, United States of America","42.4589",-106.85367,"5 km (3.1 mls) NW of Casper AAF, WY (   United States of America)","42.85008",-106.32779
"Kano-Aminu Kano International Airport (KAN/DNKN), Nigeria","12.02877","8.53925","Lagos/Ikeja International Airport (LOS/DNMM), Nigeria","6.58024","3.32514","13 km (8.1 mls) N of Lagos/Ikeja International Airport (LOS) (   Nigeria)","6.59016","3.33707"
"Majuro-Amata Kabua International Airport (MAJ/PKMJ), Marshall Islands","7.10941","171.37138","Honolulu International Airport, HI (HNL/PHNL), United States of America","21.67043",-158.03287,"320 km (200 mls) NE off  Majuro, Marshall Islands (   Pacific Ocean)","7.14732","171.0311"
"Guayaramerín Airport (GYA/SLGY), Bolivia",-10.8268,-65.35373,"San Joaquin Airport (SJB/SLJO), Bolivia",-21.32592,-65.85977,Guayaramerin Airport (GYA) (   Bolivia),-10.8268,-65.35373
"Amarillo AFB, TX (AMA/KAMA), United States of America","35.20726",-101.83389,"San Bernardino-Norton AFB, CA (SBD/KSBD), United States of America","34.10524",-117.29412,"5 km (3.1 mls) NE of Riverside, CA (   United States of America)","33.98171",-117.37404
"Churchill Airport, MB (YYQ/CYYQ), Canada","58.76774",-94.16916,"Iqaluit-Frobisher Bay Airport, NU (YFB/CYFB), Canada","63.75133",-68.52043,"Iqaluit-Frobisher Bay Airport, NU (YFB) (   Canada)","63.75133",-68.52043
"Tacoma-McChord AFB, WA (TCM/KTCM), United States of America","47.17003",-122.48369,"Lawton Municipal Airport, OK (LAW/KLAW), United States of America","34.60519",-98.38992,"S of Tacoma-McChord AFB, WA (TCM) (   United States of America)","47.17003",-122.48369
"Colombo-Ratmalana Airport (RML/VCCC), Sri Lanka","6.81567","79.8801","Colombo-Katunayake International Airport (CMB/VCBI), Sri Lanka","7.15966","79.87023",Colombo-Ratmalana Airport (RML) (   Sri Lanka),"6.81567","79.8801"
"Wilmington-New Hanover County Airport, NC (ILM/KILM), United States of America","34.23497",-77.946,"Lumberton Airport, NC (LBT/KLBT), United States of America","34.61413",-79.06004,"Wilmington-New Hanover County Airport, NC (ILM) (   United States of America)","34.22499",-77.86246
"Krasnoyarsk-Cheremshanka Airport (UNKM), Russia","56.18853","92.54388","Kodinsk Airport (UNKI), Russia","58.59328","99.16195","4,7 km (2.9 mls) from  Kodinsk Airport (   Russia)","58.59328","99.16195"
"Bellavista Airport (BLP/SPBL), Peru",-12.05975,-77.11123,"Pucallpa Airport (PCL/SPCL), Peru",-8.38973,-74.57088,near Bellavista Airport (BLP) (   Peru),-12.05975,-77.11123
"Kisangani-Bangoka International Airport (FKI/FZIC), Congo (Democratic Republic)","0.51785","25.18952","Bukavu-Kamenbe Airport (BKY/FZMA), Congo (Democratic Republic)",-2.51266,"28.83803",Kisangani-Bangoka International Airport (FKI) (   Congo (Democratic Republic)),"0.51785","25.18952"
"Houston-Sugar Land Municipal Airport, TX (SGR/KSGR), United States of America","29.65013",-95.65935,"Telluride Airport, CO (TEX/KTEX), United States of America","37.95438",-107.88107,"Telluride Airport, CO (TEX) (   United States of America)","37.95438",-107.88107
"Lagos-Murtala Muhammed International Airport (LOS/DNMM), Nigeria","6.57238","3.33378","Akure Airport (AKR/DNAK), Nigeria","7.2481","5.17929",Lagos-Murtala Muhammed International Airport (LOS) (   Nigeria),"6.57238","3.33378"
"Istanbul-Atatürk International Airport (IST/LTBA), Turkey","40.99181","29.13028","Kathmandu-Tribhuvan Airport (KTM/VNKT), Nepal","27.6893","85.22426",Kathmandu-Tribhuvan Airport (KTM) (   Nepal),"27.6893","85.22426"
"Kavala-Megas Alexandros Airport (KVA/LGKV), Greece","40.75046","23.93982","Athens-Hassani Airport (ATH/LGAT), Greece","37.97614","23.7364","30 km (18.8 mls) NE of Athens (   Greece)","37.97614","23.7364"
"Monterrey-General Mariano Escobedo Airport (MTY/MMMY), Mexico","25.68603",-100.30957,"Puerto Vallarta Airport (PVR/MMPR), Mexico","20.60842",-105.23525,"32 km (20 mls) SSE of Puerto Vallarta Airport (PVR) (   Mexico)","19.3202",-99.0475
"Paris-Le Bourget Airport (LBG/LFPB), France","48.9445","2.43337","Paris-Le Bourget Airport (LBG/LFPB), France","48.9445","2.43337",Moisville (   France),"48.83937","1.16671"
"Lisboa-Portela de Sacavém Airport (LIS/LPPT), Portugal","38.73848",-9.20466,"Lisboa-Portela de Sacavém Airport (LIS/LPPT), Portugal","38.73848",-9.20466,Lisboa Airport (LIS) (   Portugal),"38.71553",-9.15193
"Norfolk NAS Chambers, VA (NGU/KNGU), United States of America","36.84551",-76.2049,"Norfolk NAS Chambers, VA (NGU/KNGU), United States of America","36.84551",-76.2049,"Willoughby Bay, VA (   United States of America)","41.63958",-81.40685
"Ashgabat Airport (ASB/UTAA), Turkmenistan","37.95121","58.39013","Tashkent-Yuzhny Airport (TAS/UTTT), Uzbekistan","41.32076","69.30639","2,6 km (1.6 mls) from  Tashkent-Yuzhny Airport (TAS) (   Uzbekistan)","41.32076","69.30639"
"Havana-José Martí International Airport (HAV/MUHA), Cuba","23.08548",-82.3918,"Miami International Airport, FL (MIA/KMIA), United States of America","25.81247",-80.24239,Straits of Florida (   Atlantic Ocean),"25.09753",-80.43548
"Biak-Boroekoe Royal Dutch Navy Air Station, Indonesia",-0.90624,"122.8812","Biak-Boroekoe Royal Dutch Navy Air Station, Indonesia",-0.90624,"122.8812","3 km (1.9 mls) S off  Biak (   Indonesia)",-0.90624,"122.8812"
"Cotabato-Awang Airport (CBO/RPMC), Philippines","7.20152","124.25079","Davao City-Francisco Bangoy International Airport (DVO/RPMD), Philippines","7.06573","125.61078",Mt. Boca (   Philippines),"14.15111","122.84377"
"Forres-Kinloss RAF Station (FSS/EGQK), United Kingdom","57.63251",-3.5604,"Forres-Kinloss RAF Station (FSS/EGQK), United Kingdom","57.63251",-3.5604,"13 km (8.1 mls) N of Forres-Kinloss RAF Station (FSS) (   United Kingdom)","57.63251",-3.5604
"Ubon Ratchathani RTAFB (UBP/VTUU), Thailand","15.27315","104.84901","Ubon Ratchathani RTAFB (UBP/VTUU), Thailand","15.27315","104.84901","16 km (10 mls) SE of Ban Hai (   Laos)","22.20801","101.60491"
"Ubon Ratchathani RTAFB (UBP/VTUU), Thailand","15.27315","104.84901","Ubon Ratchathani RTAFB (UBP/VTUU), Thailand","15.27315","104.84901",near Ban Phakat (   Laos),"18.16425","104.93069"
"Singapore-Seletar Airport (XSP/WSSL), Singapore","1.29019","103.85199","Singapore-Seletar Airport (XSP/WSSL), Singapore","1.29019","103.85199","400 m off Singapore-Seletar Airport (XSP) (   Singapore)","1.39657","103.8147"
"Lisboa-Portela de Sacavém Airport (LIS/LPPT), Portugal","38.73848",-9.20466,"Havana-José Martí International Airport (HAV/MUHA), Cuba","23.08548",-82.3918,"1,3 km (0.8 mls) SW of Havana-José Martí International Airport (HAV) (   Cuba)","23.08548",-82.3918
"Kathmandu-Tribhuvan Airport (KTM/VNKT), Nepal","27.6893","85.22426","Rumjatar Airport (RUM/VNRT), Nepal","27.2982","86.55059",Kathmandu-Tribhuvan Airport (KTM) (   Nepal),"27.6893","85.22426"
"Denver-Stapleton International Airport, CO (DEN/KDEN), United States of America","39.76881",-104.86564,"Durango-La Plata Airport, CO (DRO/KDRO), United States of America","37.16549",-107.75044,"8 km (5 mls) NE of Durango-La Plata Airport, CO (DRO) (   United States of America)","37.16549",-107.75044
"Værløse Air Base (EKVL), Denmark","55.78451","12.37353","Værløse Air Base (EKVL), Denmark","55.78451","12.37353","4,6 km (2.9 mls) NW off  Gilleleje (   Denmark)","56.12346","12.30874"
"Villavicencio-La Vanguardia Airport (VVC/SKVV), Colombia","4.17808",-73.62123,"Mitú Airport (MVP/SKMU), Colombia","1.25872",-70.23696,"3 km (1.9 mls) E of Villavicencio-La Vanguardia Airport (VVC) (   Colombia)","4.17808",-73.62123
"Svalenik Airstrip, Bulgaria","43.58248","26.13703","Svalenik Airstrip, Bulgaria","43.58248","26.13703",Kostandenetz (   Bulgaria),"43.56816","26.19513"
"Jeddah International Airport (JED/OEJD), Saudi Arabia","21.48172","39.1828","Colombo-Katunayake International Airport (CMB/VCBI), Sri Lanka","7.15966","79.87023","2,1 km (1.3 mls) NE of Colombo-Bandaranaike International Airport (CMB) (   Sri Lanka)","6.93195","79.84556"
"Terrace Bay Airport, ON (YTJ), Canada","48.78335",-87.09791,"Thunder Bay Airport, ON (YQT/CYQT), Canada","48.42268",-89.6,"Terrace Bay Airport, ON (YTJ) (   Canada)","48.78335",-87.09791
